File Name,k-eff_o,std_o,k-eff__m,std_m,k-eff_bench,std_bench,k_normalized,std_normalized,geometry,therm fiss,int fiss,fast fiss, above therm fiss, Avg E, Avg leth causing fiss
HEU-MET-FAST-078-025,0.99806,0.00009,0.998058,9.26301e-05,0.9992,0.0025,0.99885,0.002500,Cylinder,0.00,6.27,93.73,100.0,1403300.0,769180.0
PU-SOL-THERM-032-010,0.99972,0.00010,0.999717,0.000100383,1,0.002,0.99972,0.002001,Cylinder,97.19,2.51,0.30,2.81,5821.3,0.054078
HEU-MET-FAST-007-011,1.00217,0.00012,1.00217,0.000118524,0.9958,0.0013,1.00639,0.001319,Rectangular,9.51,49.46,41.03,90.49,686420.0,4383.1
LEU-COMP-THERM-005-007,1.02293,0.00011,1.02293,0.00011325,1,0.0043,1.02293,0.004400,Lattice,71.62,19.29,9.09,28.38,248190.0,0.9807899999999999
HEU-SOL-THERM-006-020,1.00060,0.00011,1.0006,0.000113247,1,0.0087,1.0006,0.008705,Cylinder,72.95,24.74,2.31,27.05,40111.0,0.42162
HEU-SOL-THERM-004-002,0.97886,0.00013,0.978857,0.00012716,1,0.0071,0.97886,0.006951,Sphere,44.81,51.16,4.03,55.19,54917.0,5.4341
HEU-MET-FAST-051-002,0.99626,0.00009,0.996261,8.66683e-05,0.9968,0.0005,0.99945,0.000508,Cylinder,0.00,4.66,95.34,100.0,1466000.0,839780.0
LEU-COMP-THERM-017-011,1.00789,0.00009,1.00789,9.1294e-05,1,0.0031,1.00789,0.003125,Lattice,91.35,4.73,3.92,8.65,116050.0,0.099153
HEU-SOL-THERM-049-010,0.98950,0.00015,0.989495,0.000145051,1.0012,0.0024,0.98831,0.002373,Cylinder,73.18,24.04,2.78,26.82,48631.0,0.44317999999999996
PU-SOL-THERM-018-004,1.00344,0.00012,1.00344,0.000118133,1,0.003,1.00344,0.003012,Cylinder,92.75,6.29,0.95,7.25,19741.0,0.09399800000000001
LEU-COMP-THERM-078-011,1.00986,0.00012,1.00986,0.000119517,0.9994,0.001,1.01046,0.001018,Lattice,80.86,13.91,5.23,19.14,139370.0,0.29878
HEU-SOL-THERM-027-001,0.99834,0.00014,0.998343,0.000144897,1,0.0046,0.99834,0.004594,Cylinder,90.80,8.40,0.80,9.2,14180.0,0.074221
HEU-MET-FAST-072-001,1.01617,0.00009,1.01617,9.28569e-05,1,0.0024,1.01617,0.002440,Cylinder,0.00,27.32,72.68,100.0,591500.0,213390.0
LEU-COMP-THERM-035-003,1.00951,0.00010,1.00951,0.000103552,1,0.0022,1.00951,0.002223,Lattice,85.85,8.10,6.06,14.15,175930.0,0.20678999999999997
U233-SOL-INTER-001-014,0.99048,0.00015,0.990479,0.000151329,1,0.0052,0.99048,0.005152,Sphere,45.78,48.75,5.47,54.22,90435.0,2.2929
PU-MET-FAST-012,1.00403,0.00010,1.00403,9.60711e-05,1.0009,0.0021,1.00312,0.002106,Cylinder,0.00,7.94,92.06,100.0,1778400.0,926610.0
HEU-MET-FAST-084-015,0.99848,0.00009,0.998475,8.8918e-05,0.9995,0.0021,0.99897,0.002100,Cylinder,0.00,5.01,94.99,100.0,1418300.0,802310.0
HEU-MET-FAST-085-004,0.99646,0.00009,0.996465,8.85719e-05,0.9996,0.0029,0.99685,0.002893,Sphere,0.00,5.92,94.08,100.0,1336200.0,737270.0
PU-SOL-THERM-012-001,1.00055,0.00009,1.00055,8.79376e-05,1,0.0043,1.00055,0.004303,Rectangular,97.72,2.04,0.24,2.28,4755.4,0.047767
HEU-SOL-THERM-028-009,0.99389,0.00014,0.99389,0.000138191,1,0.0049,0.99389,0.004872,Cylinder,84.52,14.00,1.48,15.48,26121.0,0.14437
PU-SOL-THERM-001-006,1.00541,0.00013,1.00541,0.000130535,1,0.005,1.00541,0.005028,Sphere,81.57,15.89,2.54,18.43,48258.0,0.34315
U233-SOL-THERM-015-013,0.99119,0.00016,0.991192,0.000155325,1,0.0069,0.99119,0.006840,Sphere,55.48,41.58,2.95,44.52,48078.0,0.8107800000000001
LEU-COMP-THERM-060-002,1.01342,0.00009,1.01342,9.43528e-05,0.9977,0.0001,1.01575,0.000138,Lattice,89.02,6.69,4.28,10.98,117750.0,0.15089
PU-SOL-THERM-022-005,0.99729,0.00011,0.997289,0.000113009,1,0.0019,0.99729,0.001898,Cylinder,95.99,3.56,0.45,4.01,8777.4,0.06418700000000001
HEU-SOL-THERM-042-004,1.00287,0.00005,1.00287,4.73797e-05,1,0.0034,1.00287,0.003410,Cylinder,98.34,1.54,0.12,1.66,2070.1,0.031097999999999997
HEU-SOL-THERM-025-018,1.00141,0.00011,1.00141,0.000110407,1,0.0061,1.00141,0.006109,Cylinder,82.80,15.75,1.45,17.2,25239.0,0.15746000000000002
LEU-COMP-THERM-010-005,1.00979,0.00010,1.00979,9.7388e-05,1,0.0021,1.00979,0.002122,Lattice,83.88,6.72,9.41,16.12,281750.0,0.34788
HEU-MET-FAST-002-006,1.00104,0.00009,1.00104,9.15785e-05,1,0.003,1.00104,0.003004,Rectangular,0.00,9.36,90.64,100.0,1480300.0,717780.0
LEU-COMP-THERM-009-007,1.00685,0.00010,1.00685,0.000104444,1,0.0021,1.00685,0.002116,Lattice,90.33,5.92,3.75,9.67,107190.0,0.11524000000000001
U233-SOL-THERM-015-028,0.99577,0.00015,0.995774,0.000145641,1,0.0058,0.99577,0.005777,Sphere,78.71,20.23,1.06,21.29,17351.0,0.13325
LEU-COMP-THERM-039-003,1.00843,0.00011,1.00843,0.000111263,1,0.0014,1.00843,0.001416,Lattice,85.46,9.66,4.88,14.54,136110.0,0.19318
HEU-MET-FAST-032-002,1.00293,0.00009,1.00293,8.95753e-05,1,0.0027,1.00293,0.002709,Sphere,0.00,6.71,93.29,100.0,1486500.0,781810.0
HEU-SOL-THERM-038-006,0.99705,0.00014,0.99705,0.00013698,1,0.0025,0.99705,0.002496,Cylinder,77.17,20.56,2.27,22.83,38916.0,0.30212
U233-SOL-THERM-013-016,0.99161,0.00015,0.991612,0.000151384,0.9996,0.0069,0.99200,0.006849,Sphere,84.19,14.98,0.83,15.81,14354.0,0.088666
PU-SOL-THERM-007-003,0.99909,0.00013,0.999092,0.00013188,1,0.0047,0.99909,0.004697,Sphere,84.58,13.36,2.07,15.42,39358.0,0.25768
U233-SOL-THERM-012-007,1.00034,0.00012,1.00034,0.000121254,1,0.0038,1.00034,0.003803,Sphere,90.86,8.71,0.43,9.14,7458.0,0.053287
PU-MET-FAST-029,0.99554,0.00008,0.995537,8.36042e-05,1,0.002,0.99554,0.001992,Sphere,0.00,2.22,97.78,100.0,1917400.0,1253800.0
LEU-COMP-THERM-022-002,1.01752,0.00011,1.01752,0.000113848,1,0.0046,1.01752,0.004681,Lattice,80.54,15.12,4.34,19.46,110090.0,0.283
LEU-COMP-THERM-080-006,1.01003,0.00012,1.01003,0.000118337,0.9975,0.001,1.01256,0.001022,Lattice,76.95,16.79,6.26,23.05,165280.0,0.46197
PU-MET-INTER-002,1.00629,0.00010,1.00629,0.000102597,0.9869,0.0026,1.01964,0.002688,Cylinder,0.03,66.88,33.09,99.97,292800.0,9279.0
LEU-COMP-THERM-010-024,1.01523,0.00011,1.01523,0.000105216,1,0.0028,1.01523,0.002844,Lattice,78.56,11.56,9.88,21.44,286770.0,0.58011
HEU-MET-FAST-051-018,0.99488,0.00009,0.99488,8.77617e-05,0.9984,0.0002,0.99647,0.000218,Cylinder,0.00,4.60,95.40,100.0,1473000.0,845610.0
MIX-MET-FAST-007-005,1.00268,0.00009,1.00268,9.30664e-05,1,0.0032,1.00268,0.003209,Sphere,0.00,7.64,92.36,100.0,1476500.0,774270.0
LEU-SOL-THERM-021-002,1.00092,0.00008,1.00092,8.23888e-05,0.9985,0.001,1.00242,0.001007,Cylinder,97.04,2.44,0.53,2.96,14032.0,0.037175
LEU-COMP-THERM-001-001,1.00941,0.00009,1.00941,9.24614e-05,0.9998,0.0031,1.00961,0.003131,Lattice,91.53,4.55,3.93,8.47,116470.0,0.097578
PU-MET-FAST-045-002,1.00338,0.00009,1.00338,9.22844e-05,1,0.0034,1.00338,0.003412,Cylinder,0.07,4.84,95.09,99.93,1594100.0,885540.0
PU-SOL-THERM-034-015,0.99525,0.00011,0.995251,0.000105248,1,0.0042,0.99525,0.004181,Cylinder,61.15,33.40,5.45,38.85,102860.0,2.5023
HEU-SOL-THERM-050-008,0.99859,0.00015,0.998594,0.000149085,0.9975,0.0084,1.00109,0.008431,Cylinder,68.74,27.84,3.42,31.26,59524.0,0.6784
LEU-COMP-THERM-009-026,1.00636,0.00010,1.00636,0.000104816,1,0.0021,1.00636,0.002115,Lattice,90.46,5.82,3.72,9.54,106270.0,0.11364
LEU-COMP-THERM-028-007,1.00747,0.00011,1.00747,0.000105452,0.9998,0.0047,1.00767,0.004738,Lattice,84.39,10.26,5.35,15.61,149720.0,0.22946
PU-MET-FAST-008,0.99771,0.00009,0.997712,8.82809e-05,1,0.0006,0.99771,0.000605,Sphere,0.00,3.55,96.45,100.0,1785000.0,1074800.0
HEU-SOL-THERM-038-027,0.99750,0.00014,0.997503,0.000140519,1,0.0032,0.9975,0.003195,Cylinder,74.60,22.79,2.60,25.4,46435.0,0.38362
PU-SOL-THERM-004-011,0.99452,0.00011,0.994519,0.000114092,1,0.0047,0.99452,0.004675,Sphere,95.94,3.62,0.44,4.06,8359.800000000001,0.067659
U233-SOL-THERM-015-009,0.96766,0.00016,0.967665,0.000163043,1,0.005,0.96766,0.004841,Sphere,48.42,47.43,4.14,51.58,69891.0,1.5077
HEU-SOL-THERM-028-013,0.99423,0.00014,0.99423,0.000138511,1,0.0058,0.99423,0.005768,Cylinder,84.22,14.27,1.51,15.78,26635.0,0.14864000000000002
MIX-MET-FAST-007-015,1.00809,0.00010,1.00809,9.78892e-05,1,0.0032,1.00809,0.003227,Sphere,0.88,14.06,85.06,99.12,1490000.0,445070.0
HEU-MET-FAST-014,0.99576,0.00009,0.995762,8.74049e-05,0.9989,0.0017,0.99685,0.001698,Sphere,0.00,6.06,93.94,100.0,1441000.0,776010.0
LEU-SOL-THERM-020-003,1.00125,0.00007,1.00125,7.47376e-05,0.9997,0.0012,1.00155,0.001204,Cylinder,97.29,2.23,0.48,2.71,12729.0,0.036025
HEU-SOL-THERM-001-005,1.00129,0.00012,1.00129,0.000124643,1.0001,0.0049,1.00118,0.004906,Cylinder,95.60,4.05,0.35,4.4,6168.0,0.043069
HEU-MET-FAST-077-006,1.00153,0.00010,1.00153,0.000104281,0.9996,0.0033,1.00193,0.003309,Sphere,1.45,23.40,75.16,98.55,1054600.0,199280.0
HEU-MET-FAST-064-001,0.99577,0.00009,0.995773,9.08439e-05,0.9996,0.0008,0.99616,0.000802,Cylinder,0.00,5.67,94.33,100.0,1351300.0,756800.0
PU-MET-FAST-040,0.99478,0.00009,0.994776,8.66712e-05,1,0.0038,0.99478,0.003781,Sphere,0.00,2.53,97.47,100.0,1799200.0,1150500.0
HEU-SOL-THERM-028-003,1.00069,0.00012,1.00069,0.000124226,1,0.0026,1.00069,0.002604,Cylinder,94.86,4.73,0.42,5.14,7325.599999999999,0.047304
U233-SOL-THERM-015-019,0.97375,0.00016,0.973751,0.000158936,1,0.0052,0.97375,0.005065,Sphere,54.36,42.28,3.36,45.64,56722.0,0.9168
PU-SOL-THERM-004-001,0.99803,0.00011,0.998031,0.000107898,1,0.0047,0.99803,0.004691,Sphere,97.34,2.38,0.28,2.66,5297.7,0.05291
LEU-COMP-THERM-028-017,1.00371,0.00009,1.00371,9.02944e-05,1,0.0047,1.00371,0.004718,Lattice,91.43,5.24,3.34,8.57,96056.0,0.10228999999999999
PU-MET-FAST-018,0.99929,0.00009,0.999294,9.02629e-05,1,0.003,0.99929,0.002999,Sphere,0.00,6.62,93.38,100.0,1667700.0,909290.0
PU-MET-FAST-044-003,0.99984,0.00010,0.999845,9.65533e-05,0.9977,0.0021,1.00214,0.002111,Sphere,3.06,7.86,89.08,96.94,1660300.0,446710.0
PU-SOL-THERM-034-005,0.99494,0.00011,0.994936,0.00010699,1,0.004,0.99494,0.003981,Cylinder,86.86,11.65,1.50,13.14,28939.0,0.25139
LEU-COMP-THERM-010-015,1.01535,0.00011,1.01535,0.000111142,1,0.0028,1.01535,0.002845,Lattice,82.25,11.66,6.09,17.75,169280.0,0.29333
HEU-SOL-THERM-010-001,1.00344,0.00013,1.00344,0.00012663,1,0.0029,1.00344,0.002912,Sphere,93.98,5.51,0.51,6.02,8937.8,0.052707
LEU-COMP-THERM-002-003,1.00613,0.00011,1.00613,0.000106321,0.9997,0.002,1.00643,0.002016,Lattice,90.40,5.87,3.73,9.6,106550.0,0.11433
HEU-MET-FAST-009-002,0.99632,0.00009,0.996325,8.89368e-05,0.9992,0.0015,0.99711,0.001499,Sphere,0.00,7.36,92.64,100.0,1332400.0,704230.0
HEU-MET-FAST-066-002,1.00281,0.00010,1.00281,9.88492e-05,1.0023,0.0029,1.00050,0.002896,Sphere,0.06,17.30,82.64,99.94,1154800.0,416270.0
HEU-SOL-THERM-025-008,1.01188,0.00010,1.01188,0.000103786,1,0.0067,1.01188,0.006780,Cylinder,94.63,4.97,0.40,5.37,7054.7,0.048621000000000004
HEU-SOL-THERM-020-005,1.01016,0.00016,1.01016,0.000159063,0.9959,0.0077,1.01431,0.007844,Cylinder,92.87,6.97,0.16,7.13,2255.9,0.058948
PU-MET-FAST-039,0.99206,0.00009,0.992057,8.66673e-05,1,0.0022,0.99206,0.002184,Sphere,0.00,2.46,97.54,100.0,1806800.0,1156700.0
PU-SOL-THERM-010-008,0.99769,0.00011,0.997686,0.000113468,1,0.0048,0.99769,0.004790,Sphere,96.31,3.29,0.40,3.69,7624.299999999999,0.063475
PU-SOL-THERM-006-002,0.99594,0.00011,0.995943,0.000107135,1,0.0035,0.99594,0.003487,Sphere,97.34,2.38,0.28,2.66,5394.900000000001,0.052918
U233-SOL-THERM-013-006,1.00428,0.00016,1.00428,0.000161214,0.9992,0.005,1.00508,0.005032,Sphere,77.34,21.36,1.30,22.66,22414.0,0.15064999999999998
U233-MET-FAST-003-002,0.99735,0.00009,0.997346,8.85205e-05,1,0.001,0.99735,0.001001,Sphere,0.00,3.63,96.37,100.0,1730200.0,1038999.9999999999
HEU-SOL-THERM-038-016,1.00028,0.00014,1.00028,0.00013979,1,0.005,1.00028,0.005003,Cylinder,74.06,23.41,2.53,25.94,42636.0,0.3967
HEU-SOL-THERM-009-003,1.00299,0.00014,1.00299,0.000135594,1,0.0036,1.00299,0.003613,Sphere,83.83,14.57,1.60,16.17,27847.0,0.1581
LEU-COMP-THERM-009-017,1.00673,0.00011,1.00673,0.000105283,1,0.0021,1.00673,0.002116,Lattice,90.40,5.87,3.73,9.6,106730.0,0.11438999999999999
HEU-MET-FAST-007-043,1.00513,0.00012,1.00513,0.000123724,0.9998,0.0008,1.00533,0.000813,Rectangular,39.19,43.34,17.47,60.81,300330.0,31.052
HEU-MET-FAST-003-007,1.00181,0.00009,1.00181,9.20151e-05,1,0.005,1.00181,0.005009,Sphere,0.00,9.49,90.51,100.0,1490000.0,721170.0
U233-SOL-INTER-001-004,0.99255,0.00015,0.992554,0.00015045,1,0.0061,0.99255,0.006056,Sphere,40.83,52.63,6.54,59.17,108710.0,3.7234
MIX-COMP-FAST-004,1.02231,0.00009,1.02231,8.67306e-05,0.9929,0.0015,1.02962,0.001557,Cylinder,0.03,42.95,57.03,99.97,722780.0,86168.0
IEU-MET-FAST-004,1.00618,0.00009,1.00618,8.77579e-05,1,0.003,1.00618,0.003019,Sphere,0.00,10.10,89.90,100.0,1215200.0,577770.0
LEU-COMP-THERM-079-010,1.00630,0.00011,1.0063,0.000105041,1.0009,0.0008,1.00539,0.000810,Lattice,90.62,5.74,3.64,9.38,104170.0,0.11145
LEU-COMP-THERM-078-001,1.01013,0.00012,1.01013,0.000117002,0.9995,0.001,1.01063,0.001017,Lattice,80.71,14.02,5.27,19.29,140520.0,0.30403
LEU-COMP-THERM-017-001,1.01107,0.00009,1.01107,9.35936e-05,1,0.0031,1.01107,0.003135,Lattice,91.38,4.69,3.93,8.62,115960.0,0.099016
MIX-MET-FAST-002-002,1.00447,0.00010,1.00447,9.78427e-05,1,0.0044,1.00447,0.004420,Sphere,0.00,7.43,92.57,100.0,1634300.0,847110.0
HEU-MET-FAST-043-004,0.99870,0.00009,0.998705,8.72516e-05,0.9995,0.0015,0.99919,0.001502,Cylinder,0.00,5.11,94.89,100.0,1410900.0,800110.0
HEU-MET-FAST-049-001,0.99874,0.00009,0.998737,8.79371e-05,0.999,0.0016,0.99973,0.001603,Cylinder,0.00,4.93,95.07,100.0,1432300.0,814140.0
HEU-MET-FAST-007-020,0.99989,0.00010,0.999888,0.000100947,0.995,0.0017,1.00491,0.001719,Rectangular,1.02,25.64,73.35,98.98,1165800.0,185670.0
HEU-SOL-THERM-050-002,1.00336,0.00015,1.00336,0.000149526,0.9987,0.0083,1.00466,0.008350,Cylinder,68.81,27.79,3.40,31.19,59194.0,0.67292
HEU-MET-FAST-005-002,0.99909,0.00010,0.999086,9.55796e-05,1.0007,0.0036,0.99839,0.003592,Lattice,0.01,18.65,81.33,99.99,1079700.0,383620.0
U233-SOL-THERM-015-003,0.98584,0.00016,0.985836,0.000157734,1,0.0068,0.98584,0.006705,Sphere,49.61,46.76,3.63,50.39,59219.0,1.3124
U233-SOL-THERM-016-030,0.99778,0.00015,0.997779,0.000147289,0.9993,0.0032,0.99847,0.003200,Cylinder,85.45,13.80,0.75,14.55,13011.0,0.080438
HEU-MET-FAST-079-005,1.00038,0.00009,1.00038,8.62204e-05,0.9996,0.0015,1.00078,0.001504,Cylinder,0.00,5.23,94.77,100.0,1423800.0,804910.0
PU-MET-FAST-002,1.00002,0.00008,1.00002,8.25725e-05,1,0.002,1.00002,0.002001,Sphere,0.00,2.09,97.91,100.0,1921400.0,1265600.0
PU-SOL-THERM-012-011,1.00154,0.00009,1.00154,9.23536e-05,1,0.0043,1.00154,0.004307,Rectangular,97.54,2.19,0.26,2.46,5183.2,0.049225
HEU-MET-FAST-084-005,1.00559,0.00009,1.00559,8.95896e-05,0.9993,0.0021,1.00629,0.002116,Cylinder,0.00,5.34,94.66,100.0,1365000.0,767960.0
HEU-SOL-THERM-025-012,1.00836,0.00011,1.00836,0.000108815,1.0002,0.0045,1.00815,0.004537,Cylinder,89.27,9.88,0.85,10.73,14832.0,0.087056
U233-SOL-INTER-001-025,0.98475,0.00016,0.984753,0.000156836,1,0.0081,0.98475,0.007978,Sphere,43.02,52.50,4.48,56.98,72634.0,2.288
LEU-COMP-THERM-006-005,1.01342,0.00010,1.01342,0.00010381,1,0.002,1.01342,0.002029,Lattice,86.64,7.55,5.81,13.36,168690.0,0.18724
HEU-SOL-THERM-006-011,1.00264,0.00011,1.00264,0.000110478,1,0.0088,1.00264,0.008823,Cylinder,73.12,24.57,2.31,26.88,40214.0,0.41573
PU-SOL-THERM-038-005,0.99669,0.00007,0.996688,6.84277e-05,1.0005,0.0013,0.99619,0.001296,Cylinder,98.33,1.48,0.18,1.67,3688.7999999999997,0.043136
HEU-MET-FAST-007-001,0.99388,0.00009,0.993885,8.73511e-05,0.995,0.0024,0.99887,0.002410,Rectangular,0.00,4.65,95.35,100.0,1470100.0,842510.0
HEU-MET-FAST-058-005,1.00120,0.00009,1.0012,9.24219e-05,1,0.0033,1.0012,0.003305,Sphere,0.00,7.92,92.08,100.0,1332400.0,694120.0
PU-SOL-THERM-007-009,0.99173,0.00013,0.991733,0.000129171,1,0.0047,0.99173,0.004662,Sphere,92.18,6.87,0.95,7.82,18218.0,0.11319
HEU-MET-FAST-078-035,0.99537,0.00009,0.995368,9.29176e-05,0.9991,0.0022,0.99626,0.002195,Cylinder,0.05,9.17,90.78,99.95,1353800.0,649510.0
HEU-MET-FAST-084-024,0.99844,0.00009,0.998436,8.65464e-05,0.9996,0.0018,0.99883,0.001800,Cylinder,0.00,5.07,94.93,100.0,1453900.0,816760.0
PU-SOL-THERM-010-012,1.00338,0.00012,1.00338,0.000118103,1,0.0048,1.00338,0.004817,Sphere,96.17,3.41,0.42,3.83,8101.7,0.06482399999999999
PU-MET-FAST-023,0.99976,0.00009,0.99976,8.69501e-05,1,0.002,0.99976,0.002001,Sphere,0.00,2.87,97.13,100.0,1800900.0,1142000.0
U233-SOL-THERM-016-011,1.00255,0.00017,1.00255,0.000165016,0.9992,0.0041,1.00335,0.004120,Cylinder,69.09,28.94,1.97,30.91,34007.0,0.28676
PU-SOL-THERM-002-004,1.00034,0.00012,1.00034,0.000121789,1,0.0047,1.00034,0.004703,Sphere,94.79,4.62,0.59,5.21,11330.0,0.08034100000000001
LEU-COMP-THERM-039-009,1.00765,0.00011,1.00765,0.000113831,1,0.0012,1.00765,0.001214,Lattice,85.25,9.77,4.98,14.75,138870.0,0.19872
U233-SOL-THERM-015-022,0.99538,0.00015,0.995381,0.000153564,1,0.0062,0.99538,0.006173,Sphere,66.83,31.29,1.88,33.17,30638.0,0.33126
HEU-MET-FAST-007-003,1.00141,0.00010,1.00141,9.78379e-05,0.999,0.0013,1.00241,0.001308,Rectangular,0.30,19.72,79.99,99.7,1258200.0,333560.0
PU-SOL-THERM-032-002,0.99593,0.00012,0.995934,0.000122064,1,0.002,0.99593,0.001995,Cylinder,94.65,4.73,0.61,5.35,11837.0,0.08148699999999999
HEU-MET-FAST-078-037,0.99723,0.00009,0.997231,9.22637e-05,0.9986,0.0021,0.99862,0.002102,Cylinder,0.11,9.26,90.63,99.89,1351800.0,637960.0
HEU-MET-MIXED-002,1.00651,0.00011,1.00651,0.000110193,1,0.0037,1.00651,0.003725,Sphere,28.74,26.73,44.53,71.26,740520.0,1041.7
PU-SOL-THERM-010-010,0.99663,0.00012,0.996626,0.00012327,1,0.0048,0.99663,0.004785,Sphere,95.73,3.79,0.48,4.27,9182.1,0.069669
HEU-MET-FAST-084-026,1.00067,0.00009,1.00067,8.92321e-05,0.9993,0.0022,1.00137,0.002206,Cylinder,0.00,7.19,92.81,100.0,1345100.0,716990.0
U233-SOL-THERM-015-020,0.99443,0.00015,0.994429,0.000148884,1,0.0079,0.99443,0.007857,Sphere,68.58,29.70,1.71,31.42,27737.0,0.28990000000000005
PU-SOL-THERM-002-006,0.99911,0.00012,0.999108,0.000124435,1,0.0047,0.99911,0.004697,Sphere,93.86,5.43,0.71,6.14,13462.0,0.091635
U233-SOL-THERM-016-013,1.00319,0.00016,1.00319,0.000156857,0.9993,0.0036,1.00389,0.003619,Cylinder,77.90,20.83,1.27,22.1,21972.0,0.14426
U233-SOL-THERM-017-002,0.99839,0.00014,0.998394,0.000144658,1,0.0025,0.99839,0.002500,Cylinder,81.59,17.35,1.06,18.41,18200.0,0.11080999999999999
HEU-SOL-THERM-025-010,1.01046,0.00011,1.01046,0.00011138,1.0003,0.0043,1.01015,0.004343,Cylinder,91.32,8.00,0.68,8.68,11903.0,0.070216
LEU-COMP-THERM-025-004,1.00812,0.00010,1.00812,0.000102079,1,0.0052,1.00812,0.005243,Lattice,93.12,5.05,1.83,6.88,50020.0,0.06988
U233-SOL-INTER-001-027,0.99041,0.00015,0.990413,0.000151643,1,0.0051,0.99041,0.005053,Sphere,52.06,43.72,4.22,47.94,70456.0,1.2472999999999999
HEU-MET-FAST-041-005,1.00391,0.00009,1.00391,9.44658e-05,1.0006,0.0031,1.00330,0.003109,Sphere,0.17,13.32,86.51,99.83,1253900.0,490600.0
HEU-MET-FAST-075,1.00291,0.00009,1.00291,9.27708e-05,0.9985,0.0027,1.00441,0.002717,Cylinder,0.34,25.87,73.79,99.66,795160.0,220150.0
LEU-COMP-THERM-006-007,1.01413,0.00010,1.01413,0.000104041,1,0.002,1.01413,0.002030,Lattice,86.27,7.73,6.00,13.73,173700.0,0.19679999999999997
HEU-SOL-THERM-006-013,0.98613,0.00014,0.986135,0.000135513,0.9986,0.0054,0.98751,0.005341,Cylinder,78.26,19.75,1.99,21.74,34484.0,0.26464000000000004
LEU-COMP-THERM-042-002,1.01208,0.00010,1.01208,0.000100721,1,0.0016,1.01208,0.001622,Lattice,86.93,7.47,5.59,13.07,163060.0,0.17508
HEU-MET-FAST-049-003,0.99947,0.00009,0.999467,8.79059e-05,0.9994,0.0016,1.00007,0.001603,Cylinder,0.00,6.11,93.89,100.0,1344600.0,735510.0
HEU-MET-FAST-007-022,1.00156,0.00010,1.00156,0.000101967,0.9963,0.0019,1.00527,0.001919,Rectangular,1.36,26.92,71.73,98.64,1143100.0,156220.0
U233-SOL-THERM-016-032,1.01093,0.00013,1.01093,0.000130891,0.9985,0.0032,1.01244,0.003247,Cylinder,89.98,9.54,0.47,10.02,8200.300000000001,0.056621000000000005
U233-SOL-THERM-015-001,0.98974,0.00016,0.989736,0.000155081,1,0.0075,0.98974,0.007424,Sphere,51.59,45.10,3.31,48.41,53486.0,1.1100999999999999
PU-SOL-THERM-012-013,1.00471,0.00006,1.00471,6.4453e-05,1,0.0058,1.00471,0.005827,Rectangular,98.28,1.55,0.18,1.72,3486.8,0.042864
HEU-MET-FAST-084-007,0.99832,0.00009,0.998315,8.68486e-05,0.9995,0.002,0.99881,0.002000,Cylinder,0.00,5.16,94.84,100.0,1404600.0,795200.0
PU-SOL-THERM-005-008,0.99338,0.00011,0.993385,0.000111637,1,0.0047,0.99338,0.004670,Sphere,97.01,2.66,0.32,2.99,6211.099999999999,0.056128
LEU-SOL-THERM-007-004,1.00214,0.00009,1.00214,8.82705e-05,0.9988,0.0011,1.00334,0.001108,Cylinder,96.63,2.77,0.60,3.37,15997.0,0.039161
U233-SOL-INTER-001-006,0.98566,0.00016,0.985656,0.000155598,1,0.0061,0.98566,0.006014,Sphere,39.12,54.10,6.78,60.88,114330.0,4.2834
IEU-MET-FAST-006,0.99489,0.00009,0.994892,8.78452e-05,1,0.0023,0.99489,0.002289,Sphere,0.00,9.72,90.28,100.0,1199200.0,576500.0
LEU-COMP-THERM-078-003,1.00960,0.00012,1.0096,0.00011686,0.999,0.001,1.01061,0.001018,Lattice,80.85,13.91,5.24,19.15,139910.0,0.29971
HEU-SOL-THERM-049-002,0.99096,0.00014,0.990956,0.000144854,1.0012,0.0029,0.98977,0.002870,Cylinder,73.56,23.72,2.72,26.44,47642.0,0.42691
LEU-COMP-THERM-017-003,1.00900,0.00009,1.009,9.17952e-05,1,0.0031,1.009,0.003129,Lattice,91.66,4.47,3.87,8.34,114660.0,0.095899
U233-SOL-THERM-013-004,1.00462,0.00016,1.00462,0.000160803,0.9992,0.0073,1.00542,0.007347,Sphere,76.82,21.83,1.34,23.18,23137.0,0.15684
HEU-SOL-THERM-038-014,1.00203,0.00014,1.00203,0.000142652,1,0.005,1.00203,0.005012,Cylinder,74.11,23.36,2.53,25.89,42619.0,0.39466
HEU-MET-FAST-033-001,1.00311,0.00011,1.00311,0.000112942,0.9991,0.0014,1.00401,0.001411,Cylinder,7.21,43.01,49.78,92.79,790020.0,12563.0
HEU-MET-FAST-010-002,0.99808,0.00009,0.998078,8.96844e-05,0.9992,0.0015,0.99887,0.001502,Sphere,0.00,8.45,91.55,100.0,1337100.0,673570.0
HEU-SOL-THERM-009-001,1.00258,0.00013,1.00258,0.000134013,0.999,0.0043,1.00358,0.004321,Sphere,71.85,24.93,3.21,28.15,55628.0,0.51183
HEU-MET-FAST-007-019,0.99751,0.00009,0.997508,8.62794e-05,0.9956,0.0015,1.00191,0.001512,Rectangular,0.00,4.72,95.28,100.0,1463100.0,836350.0
HEU-MET-FAST-007-041,1.00517,0.00012,1.00517,0.000120661,0.9994,0.0009,1.00577,0.000913,Rectangular,28.93,41.21,29.86,71.07,502140.00000000006,275.94
